Timestamp,"Considerando sua última experiência com essas características, ela foi Obrigatória ou Opcional?",Qual é a sua idade?,Com qual gênero você se identifica?,Em que Estado você reside? ,Qual é o seu mais alto grau de instrução?,Qual seu tempo total de experiência na engenharia de software?,Qual das alternativas abaixo descreve seu nível profissional atual?,Quantos funcionários a empresa possui? ,Qual é a sua principal área de atuação na engenharia de software no momento? , [Entendi como o experiência de aprendizado se conectou com os objetivos da empresa.]," [Tive o apoio e os recursos necessários (tempo, tecnologia, suporte) da empresa para realizar esta experiência de aprendizado.]", [O conteúdo da experiência de aprendizado atendeu às necessidades da minha função.], [O conteúdo da experiência de aprendizado foi adaptado ao meu nível de experiência.], [Minha opinião foi considerada na criação da experiência de aprendizado que participei.]," [A carga horária desta experiência de aprendizado prejudicou meu tempo pessoal (descanso, vida social).]", [A experiência de aprendizado foi importante para me manter competitivo(a) no mercado.], [O que aprendi na experiência de aprendizado me motivou a buscar novos conhecimentos.], [A liderança da minha área incentivou ativamente minha participação na experiência de aprendizado.], [Tive tempo suficiente durante o expediente para participar da experiência de aprendizado e estudar.], [Participei desta experiência de aprendizado mais por obrigação do que por interesse no conteúdo.]," [A empresa ofereceu incentivos claros para a participação nesta experiência de aprendizado (ex: bônus, folgas, ressarcimento de custos, pontuação em avaliação de desempenho).]"," [A empresa costuma reconhecer os funcionários que se desenvolvem e concluem treinamentos (ex: através de certificados, elogios públicos, comunicados).]", [A experiência de aprendizado que participei foi bem organizado e estruturado.], [Os materiais que recebi para a experiência de aprendizado foram úteis.], [O ambiente da experiência de aprendizado (físico ou virtual) foi adequado para o aprendizado.], [A explicação do instrutor foi clara e fácil de entender.], [A atuação do instrutor foi fundamental para o meu aprendizado e motivação.], [As atividades durante a experiência de aprendizado foram interessantes e variadas.], [A experiência de aprendizado continha uma parte relevante dedicada ao desenvolvimento de soft skills (habilidades comportamentais).], [Fiquei satisfeito(a) com a qualidade da experiência de aprendizado que participei.], [A experiência de aprendizado me ajudou a desenvolver meu raciocínio para resolver problemas.], [Aplicar o que aprendi na experiência de aprendizado melhorou meu desempenho.], [Consigo aplicar no meu trabalho o que aprendi na experiência de aprendizado.], [O que aprendi na experiência de aprendizado me deu mais autonomia no trabalho.], [O suporte da minha liderança foi um incentivo para eu aplicar o que aprendi.], [A experiência de aprendizado que realizei abriu oportunidades de crescimento na empresa (promoção ou aumento salarial).],Qual foi a experiência de aprendizado mais útil que você já fez? Por quê?,"Se você pudesse sugerir uma melhoria nos processos de aprendizado, qual seria?",Column 39,Soube quem na sua empresa foi o responsável por organizar a experiência de aprendizado.,"Exite alguma coisa que vocês gostaria de comentar e não teve oportuni-
dade sobre o tema?"
10/23/2025 20:50:32,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",30,Masculino,Pará (PA),"Pós-graduação completa (Especialização, Mestrado ou Doutorado)",Mais de 8 anos.,Sênior,100 ou mais funcionários (Grande empresa),Desenvolvimento,Concordo totalmente,Neutro,Concordo totalmente,Neutro,Neutro,Discordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo,Discordo totalmente,Discordo totalmente,Neutro,Concordo,Concordo,Neutro,Concordo,Concordo,Concordo,Concordo,Concordo,Neutro,Concordo,Concordo totalmente,Neutro,Concordo,Discordo,Pós graduação em arquitetura de software. Pude conectar os conceitos aprendidos no curso com minha experiência profissional,"Os instrutures que fazem projetos para avaliação do aluno, e também apresentam um projeto próprio de como eles fariam. É muito enriquecedor comparar com o trabalho do aluno com do professor e colegas de turma. Essas diferentes visões de trabalho ajuda ter muitas opções de melhoria no trabalho próprio do aluno",Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Sim,
10/24/2025 12:11:17,"Obrigatória: Participei por ser uma exigência formal da empresa para minha função atual, para atender a regulamentos ou estratégias essenciais.",31,Masculino,Pernambuco (PE),Ensino Superior completo,Mais de 8 anos.,Sênior,De 50 a 99 funcionários (Média empresa),Desenvolvimento,Concordo,Concordo,Neutro,Neutro,Discordo,Discordo,Discordo,Discordo,Neutro,Discordo,Neutro,Discordo,Discordo,Neutro,Neutro,Neutro,Neutro,Neutro,Concordo,Discordo,Neutro,Discordo,Discordo,Neutro,Discordo,Discordo,Discordo,,"Uma experiência de aprendizado deve levar em conta as necessidades da empresa ou a possibilidade de inovação dentro do projeto atual. Sem utilidade direta, não há muito o que agregar dado que será um conhecimento que logo será esquecido. O que não quer dizer que ""pílulas"" de conhecimento não sejam interessantes, pois elas podem ajudar na criatividade - um novo conhecimento pode ser a porta para uma melhoria ou uma mudança de rota em um projeto.",Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Não,
10/24/2025 16:45:48,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",44,Masculino,Paraná (PR),"Pós-graduação completa (Especialização, Mestrado ou Doutorado)",Mais de 8 anos.,Especialista (Foco técnico),100 ou mais funcionários (Grande empresa),Liderança Técnica,Concordo,Discordo,Concordo,Concordo,Neutro,Discordo,Concordo,Concordo,Neutro,Discordo totalmente,Discordo totalmente,Concordo,Discordo totalmente,Concordo,Neutro,Concordo,Concordo,Concordo,Concordo,Discordo totalmente,Concordo,Concordo,Concordo,Concordo,Neutro,Discordo totalmente,Discordo totalmente,Pós que eu mesmo banquei,,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Não,
10/24/2025 17:35:05,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",41,Masculino,Pernambuco (PE),"Pós-graduação completa (Especialização, Mestrado ou Doutorado)",Entre 3 e 4 anos.,Sênior,100 ou mais funcionários (Grande empresa),DevOps,Concordo,Concordo,Concordo,Concordo,Concordo totalmente,Concordo,Concordo,Concordo,Concordo,Neutro,Discordo,Concordo,Concordo,Concordo,Concordo totalmente,Concordo,Neutro,Concordo,Concordo,Neutro,Concordo,Neutro,Concordo,Concordo totalmente,Concordo,Concordo,Concordo,,,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Sim,
10/24/2025 19:20:42,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",37,Feminino,Pernambuco (PE),"Pós-graduação completa (Especialização, Mestrado ou Doutorado)",Mais de 8 anos.,Especialista (Foco técnico),100 ou mais funcionários (Grande empresa),Controle de Qualidade (QA),Concordo,Concordo,Concordo,Concordo,Neutro,Discordo totalmente,Neutro,Concordo,Concordo,Concordo,Discordo,Neutro,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Neutro,Concordo,Concordo,Neutro,Concordo,Neutro,Neutro,Discordo,,,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Sim,
10/25/2025 13:25:06,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",36,Masculino,Pernambuco (PE),"Pós-graduação completa (Especialização, Mestrado ou Doutorado)",Mais de 8 anos.,Gerente (Foco em pessoas),100 ou mais funcionários (Grande empresa),Gestão de Pessoas / Projetos,Concordo totalmente,Concordo,Concordo,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo,Neutro,Neutro,Concordo,Neutro,Concordo,Discordo,Concordo totalmente,Neutro,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo,Concordo totalmente,Concordo totalmente,Concordo,Concordo totalmente,Concordo totalmente,Concordo,Concordo totalmente,Discordo totalmente,Tech manager 5.0 strides,"Customização de acordo com experiências, aprendizados e propósito de realizar a capacitação. Isso faria que os objetivos iniciais do aluno fossem atendidos de forma plena no final.",Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Sim,
10/25/2025 22:48:11,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",32,Masculino,Pernambuco (PE),Ensino Superior completo,Entre 1 e 2 anos.,Júnior,100 ou mais funcionários (Grande empresa),Área de dados,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,"Treinamento para integração na Área da Tecnologia, isso abriu as portas para este mercado.",,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Sim,
10/26/2025 14:08:59,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",22,Feminino,São Paulo (SP),Ensino Superior completo,Entre 1 e 2 anos.,Júnior,100 ou mais funcionários (Grande empresa),Desenvolvimento,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Concordo,Concordo,Concordo,Concordo,Discordo,Concordo,Concordo,Concordo,Concordo,Neutro,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Neutro,"Curso virtual de NLP, voltado ao aprendizado de algoritmos de aprendizado de máquina. Porque foi retornado em implementação de novas features para o projeto da equipe.",-,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Não,
10/26/2025 14:17:47,"Obrigatória: Participei por ser uma exigência formal da empresa para minha função atual, para atender a regulamentos ou estratégias essenciais.",36,Masculino,Pernambuco (PE),Ensino Superior completo,Mais de 8 anos.,Sênior,100 ou mais funcionários (Grande empresa),Desenvolvimento,Concordo,Concordo,Concordo,Concordo totalmente,Discordo totalmente,Concordo,Discordo,Discordo,Neutro,Discordo,Concordo totalmente,Discordo,Neutro,Concordo,Concordo,Concordo,Concordo,Neutro,Discordo,Discordo,Neutro,Discordo,Discordo,Neutro,Discordo totalmente,Discordo totalmente,Discordo totalmente,"Foi ler o livro "" Sistema de banco de dados"" de ""Abraham Silberschatz"". A leitura me proporcionou conhecimento sobre como os bancos de dados funcionam e despertou minha curiosidade para entender como o PostgreSQL, SGBD que usávamos no projeto em que trabalhava à época, aplicava os conceitos que estudei.

A forma como lido com banco de dados na minha profissão, deste então, é mais crítica e eficiente.  ",Acredito que o modelo ideal é ter menos treinamentos obrigatórios e uma ajuda de custo/reembolso para que o funcionário possa estudar sobre assuntos que ele tenha interesse e que esteja alinhado com os requisitos da empresa.  ,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Não,
10/26/2025 15:08:26,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",35,Masculino,Pernambuco (PE),"Pós-graduação completa (Especialização, Mestrado ou Doutorado)",Mais de 8 anos.,Especialista (Foco técnico),De 10 a 49 funcionários (Pequena empresa),Arquitetura,Concordo,Concordo totalmente,Concordo,Concordo totalmente,Concordo,Discordo,Concordo totalmente,Concordo totalmente,Concordo,Concordo,Neutro,Neutro,Concordo totalmente,Concordo totalmente,Concordo,Concordo,Concordo,Concordo,Neutro,Concordo totalmente,Concordo,Concordo,Concordo,Concordo,Neutro,Concordo,Neutro,Certificados e cursos de IA.,Nenhum. Na empresa temos nosso tempo e ferramentas bem definidas.,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Sim,
10/27/2025 8:43:50,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",34,Masculino,Pernambuco (PE),"Pós-graduação completa (Especialização, Mestrado ou Doutorado)",Mais de 8 anos.,Gerente (Foco em pessoas),De 50 a 99 funcionários (Média empresa),Liderança Técnica,Concordo totalmente,Concordo totalmente,Concordo,Concordo,Concordo,Discordo totalmente,Neutro,Neutro,Neutro,Concordo totalmente,Discordo totalmente,Discordo totalmente,Discordo,Concordo totalmente,Concordo,Neutro,Concordo,Neutro,Neutro,Concordo,Neutro,Discordo,Neutro,Neutro,Neutro,Neutro,Discordo totalmente,Treinamento de IA. Pois possibilitou aplicar o conhecimento na empresa e em outras áreas profissionais em qual atuo,Mais hands-on competitivo,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Sim,
10/27/2025 21:19:30,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",42,Masculino,São Paulo (SP),"Pós-graduação completa (Especialização, Mestrado ou Doutorado)",Mais de 8 anos.,Gerente (Foco em pessoas),100 ou mais funcionários (Grande empresa),Gestão de Pessoas / Projetos,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,,,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Sim,
10/28/2025 9:15:59,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",28,Masculino,Santa Catarina (SC),Ensino Superior completo,Entre 7 e 8 anos.,Sênior,100 ou mais funcionários (Grande empresa),Liderança Técnica,Neutro,Concordo,Neutro,Discordo,Discordo totalmente,Concordo,Discordo,Discordo,Concordo,Neutro,Discordo,Discordo,Neutro,Concordo,Concordo,Concordo,Neutro,Neutro,Neutro,Discordo,Neutro,Neutro,Neutro,Neutro,Discordo,Neutro,Discordo,,,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Não,
10/28/2025 9:21:21,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",29,Masculino,Pernambuco (PE),Ensino Superior completo,Entre 5 e 6 anos.,Sênior,100 ou mais funcionários (Grande empresa),Desenvolvimento,Neutro,Discordo,Neutro,Neutro,Discordo,Discordo,Neutro,Neutro,Neutro,Neutro,Concordo,Discordo,Neutro,Concordo,Concordo,Concordo,Concordo,Neutro,Neutro,Concordo,Neutro,Neutro,Discordo,Neutro,Discordo,Neutro,Neutro,"Foi alguns treinamentos para entender sobre um produto, o funcionamento e as regras, teve uma duração boa, o conteudo era ok, mas nao teve muito impacto no dia a dia porque era mais superficial do que era necessario para desenvolver.","talvez antecipar informaçoes que nao estam disponiveis na experiencia, para conseguir ter uma melhor previsibilidade.",Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Não,
10/28/2025 9:24:10,"Obrigatória: Participei por ser uma exigência formal da empresa para minha função atual, para atender a regulamentos ou estratégias essenciais.",21,Masculino,São Paulo (SP),Ensino Superior incompleto,Entre 5 e 6 anos.,Pleno,De 10 a 49 funcionários (Pequena empresa),Desenvolvimento,Concordo,Discordo,Concordo,Concordo,Neutro,Concordo,Concordo,Concordo totalmente,Concordo,Neutro,Discordo totalmente,Discordo totalmente,Discordo totalmente,Concordo,Concordo,Concordo,Concordo,Concordo,Neutro,Discordo totalmente,Concordo,Concordo,Concordo,Concordo,Concordo,Neutro,Neutro,"Difícil responder, mas acredito que foi uma talk sobre multi-tenancy, na qual era um tópico quente na minha empresa e que muitas poucas pessoas tinham enfrentado esse desafio anteriormente.",Trazer materiais de preparo antes do treinamento para nivelação e após o treinamento para ajudar a guiar os estudos.,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Sim,
10/28/2025 9:35:38,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",38,Masculino,São Paulo (SP),Ensino Superior completo,Entre 5 e 6 anos.,Sênior,De 10 a 49 funcionários (Pequena empresa),Desenvolvimento,Concordo,Neutro,Neutro,Neutro,Neutro,Neutro,Concordo,Concordo,Discordo,Discordo,Discordo,Neutro,Discordo,Concordo,Neutro,Neutro,Concordo,Discordo,Neutro,Discordo,Neutro,Neutro,Neutro,Neutro,Neutro,Neutro,Neutro,"Estudar React na Udemy, por que estava fazendo a transição de linguagem.",a empresa poderia liberar ao menos 2h por semana para treinamento.,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Não,
10/28/2025 9:43:08,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",38,Masculino,Rio de Janeiro (RJ),"Pós-graduação completa (Especialização, Mestrado ou Doutorado)",Mais de 8 anos.,Sênior,100 ou mais funcionários (Grande empresa),Desenvolvimento,Concordo totalmente,Discordo,Concordo totalmente,Discordo,Discordo,Neutro,Discordo,Neutro,Neutro,Discordo,Concordo,Discordo,Discordo,Neutro,Neutro,Concordo,Discordo,Discordo totalmente,Neutro,Discordo,Neutro,Neutro,Neutro,Concordo,Neutro,Discordo,Discordo,"Sempre foi mais voltado para segurança, sendo assim, é útil, mas gostaria de mais coisas, até mesmo voltado para certificações como AWS","acho que atualmente poderiamos ter um modelo de IA que construisse cursos baseado e relacionados ao projeto que estamos trabalhando, sendo assim, teria um foco",Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Não,
10/28/2025 9:43:54,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",29,Feminino,Pernambuco (PE),Ensino Superior completo,Entre 1 e 2 anos.,Pleno,100 ou mais funcionários (Grande empresa),Desenvolvimento,Concordo,Concordo,Concordo,Concordo,Neutro,Discordo,Concordo,Concordo,Concordo,Concordo,Discordo,Neutro,Discordo,Concordo,Neutro,Concordo,Concordo,Neutro,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,"A experiência de aprendizado mais útil que já tive foi participar de uma roda de conversa ao vivo com vários profissionais
Essa experiência foi importante porque me fez sair da zona de conforto, desenvolver novas habilidades e perceber o quanto o aprendizado acontece na prática. Além disso, pude aplicar o que aprendi em situações reais, o que consolidou muito mais o conhecimento.","Eu sugeriria tornar os processos de aprendizado mais práticos e personalizados. Muitas vezes, o ensino é muito teórico e padronizado, o que faz com que nem todos aprendam de forma eficiente. Seria interessante incluir mais atividades que conectem o conteúdo à realidade, permitindo que cada pessoa aprenda no seu ritmo e de acordo com seus interesses e estilo de aprendizagem.",Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Sim,
10/28/2025 10:34:23,"Obrigatória: Participei por ser uma exigência formal da empresa para minha função atual, para atender a regulamentos ou estratégias essenciais.",22,Masculino,Pernambuco (PE),Ensino Superior completo,Entre 3 e 4 anos.,Júnior,100 ou mais funcionários (Grande empresa),Controle de Qualidade (QA),Discordo,Discordo,Discordo,Neutro,Concordo totalmente,Concordo,Discordo,Neutro,Concordo totalmente,Discordo totalmente,Concordo totalmente,Neutro,Concordo,Concordo totalmente,Discordo,Concordo totalmente,Concordo totalmente,Discordo,Discordo,Concordo,Neutro,Discordo,Discordo,Neutro,Discordo,Discordo,Concordo,"Criar um próprio planejamento estratégico não olhando para a empresa em si mas para mim mesmo, o famoso PDI sem manipulação para atender determinados interesses. ",Validações de aprendizado ,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Sim,
